"BehaviorSpace results (NetLogo 6.2.0)"
"Emergent_Sensing_Accel.nlogo"
"metric_light"
"06/18/2021 14:47:54:897 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80"
,"0.8609339241875525","0.880505464033203","0.7968420159491996","0.8475190425897887","0.7725310450485142","0.8798863727936067","0.8667902799421683","0.4950104822093814","0.8790534323559885","0.7354670346541091","0.7950712896119748","0.7438978832078758","0.8807609392786114","0.8526958248640144","0.6560100974379186","0.882105986379049","0.8725469241247542","0.8385582444973059","0.8301961249331156","0.8377449922162543","0.8777017068513695","0.8413473222812387","0.8742343203206667","0.8077893140242652","0.6667981425142584","0.8722190449289251","0.6165582234405185","0.7833808873979895","0.8648797445270826","0.5454956807057247","0.7674963395543059","0.8166854377481055","0.6141496956868009","0.834050609965217","0.6714392474070829","0.7486611273266659","0.8123539060621942","0.8039146563835996","0.8377292228271496","0.6012944183231215","0.5401678945051726","0.8146296994855414","0.8798295151835157","0.8854293242063966","0.8318002792146852","0.5925387208237709","0.8428495220354123","0.8307824292796558","0.8400270661848703","0.872036357113615","0.8827091240155635","0.8714865969768701","0.7323477388719306","0.7076718903720017","0.8640828559094597","0.8075479093248565","0.8142643423779856","0.8116720703716708","0.8428167824941255","0.8703587182361384","0.8846641481485942","0.772489722925247","0.8356686306009441","0.8811328273156682","0.8622133161863467","0.8034446240486194","0.8739667492128667","0.7858376724546563","0.8381068569618878","0.7679422897817502","0.4720419223907829","0.8496587931939272","0.8534561991375095","0.8808300314472517","0.6387642531512175","0.8592253037232311","0.866597089646571","0.7697536509339744","0.8822937403517741","0.8665154389977101"
,"0.8548241403441411","0.8794055382365676","0.7904159271106206","0.8482191558624254","0.7751324201769305","0.8808271626166546","0.8651449672972904","0.6058052920841206","0.879439617189172","0.7660637553872346","0.7846084898641041","0.7547429384252502","0.8624463448324426","0.8530790251758541","0.660342598186868","0.8807991728915351","0.708284182142949","0.8484318092095278","0.8292512932144239","0.8362185247980909","0.8141925546794676","0.8741698680016792","0.8326096069813214","0.6285383318557028","0.6886874185217812","0.877022484972745","0.652729458220201","0.7925943313939989","0.8728572035582544","0.5331801501946496","0.8859339458210252","0.8528944687031196","0.5908911044172549","0.7537489391691974","0.868154784834499","0.7389614929282196","0.8221563948180106","0.6179274486704969","0.8144480704071629","0.878670558930533","0.8110909529418046","0.8705066090740978","0.8515453523145153","0.8820662197980367","0.8666733207976738","0.8442760845836577","0.8617613313137596","0.8390096724331427","0.8392253157696307","0.8143313618520308","0.8765606079422652","0.8205387954695277","0.7999925665384295","0.8827632403778748","0.8010716506577954","0.8802616645688732","0.8301961249331156","0.8564278965197216","0.7965854942409571","0.8711955335099463","0.8696467045479657","0.7486611273266659","0.7846084898641041","0.8660138086882534","0.7641784277716586","0.6636047709003223","0.8586145694974179","0.8669625576036473","0.8816850058965879","0.8598287012791213","0.6518571894597562","0.7438978832078758","0.8689621246017845","0.8652879370801494","0.8755947789808156","0.8850771680210712","0.8530514576461797","0.8585220585347348","0.8679068486883093","0.8366870717274915"
,"0.8478345134098384","0.8782593621551957","0.772489722925247","0.8526466766961315","0.7816820375775615","0.8812808175796658","0.862608093358293","0.6567858587088016","0.8797154401654065","0.7748199630004154","0.777312852870698","0.775278726818455","0.8807531812353979","0.8500561046093827","0.684328968070417","0.8809444235008326","0.8692062069255665","0.8510697336119849","0.7899181503005005","0.8350408571328006","0.859776955897396","0.8724323503850158","0.8098340148270027","0.6577078841775319","0.6909608076733149","0.8786205121825963","0.8122953887612807","0.7925943313939989","0.870438677204708","0.5541464923100089","0.8399996489971101","0.8696467045479657","0.8155692361814685","0.8247372981689933","0.6478849338546768","0.7201373601144277","0.8150187243007984","0.8101161500354473","0.8346895231746709","0.8694460149182048","0.8066255256862671","0.7121088364581996","0.8168522020435074","0.877680576584959","0.7956654396267597","0.8075878301509598","0.8526818283153915","0.7942319434552191","0.8817070477914577","0.645181768414725","0.802276365242878","0.8359050555100628","0.8318002792146852","0.851821182677451","0.8066571686353052","0.7816640282261651","0.8639344635142797","0.8453885997204214","0.863263459254692","0.8823750190927576","0.8789953515353129","0.6023941575462088","0.8716948129349963","0.8151443937495618","0.7792983311317521","0.8103726805869941","0.8074869082800323","0.7424130693368731","0.8672432972943063","0.7535125303199383","0.861061531190088","0.7976993900625973","0.8616510443094216","0.8800562675705442","0.8827091240155635","0.8767467703304942","0.8743624874265508","0.7760682407262035","0.8485047521405167","0.8312570907915502"
,"0.8400033847008477","0.8764087051086158","0.7593539121400081","0.8526958248640144","0.7853919649195311","0.8805609312549407","0.8581750827416395","0.7131043104781792","0.8807273111837706","0.799406858906966","0.7551146468838353","0.7917886456123877","0.8636039848264838","0.8467101437001362","0.7003820229368976","0.8786724229848869","0.8647806357884849","0.861006751027639","0.8273165261934747","0.8752834956721973","0.860178667416178","0.8380826610193683","0.8850549866508354","0.7824920772278394","0.709647767886785","0.8837651226720469","0.7083218473468602","0.8013763013702909","0.8194400457009167","0.6309492520058531","0.8326472033650849","0.8591529557045152","0.6861093344112833","0.5972150099837581","0.8424081181286918","0.6454260100788812","0.8384300958024468","0.5389710118673182","0.7811584076644623","0.8636039848264838","0.8863396670704395","0.8412037365454772","0.8359460549678812","0.8836308194700518","0.8311257438537466","0.856315257884553","0.7768036607165252","0.8361490572603203","0.8820613982371556","0.8133701838754775","0.8822837156874056","0.8381068569618878","0.8569188827413119","0.8201800750158718","0.7974860050540848","0.8357491147653199","0.7154412400915549","0.8856997544778121","0.8556009038087564","0.8820284830288962","0.884521729715364","0.7536621910959096","0.6997479522550512","0.8755060171727957","0.7966898233437725","0.8012270477915717","0.6868287497725902","0.8758056009852622","0.8093211327092869","0.7291031951633524","0.8777854206062072","0.826548178206313","0.8817741261388595","0.8333842346199275","0.8737633036465691","0.880324781819392","0.6236698494064629","0.8241579310786634","0.7228835012441887","0.8493596094000073"
,"0.8313825302440895","0.87433679686222","0.7536621910959096","0.8525779008327244","0.7960675031499811","0.8785875576393851","0.853466955176782","0.7410514704507841","0.8805609312549407","0.8099945620543938","0.8381630413804355","0.7978084416024571","0.8692718980275495","0.843538696299645","0.7095878423132538","0.6688125907980035","0.6662621560020563","0.8617515987960271","0.8269826986950056","0.8334850701007807","0.8605174549911483","0.8276924621244846","0.7946320619510562","0.7767196334856661","0.8794055382365676","0.8192844920011384","0.7844839702696595","0.7882594057214923","0.8210600559037916","0.8466919379209134","0.7959456307099809","0.8661572674774215","0.7050462903788841","0.6879229079681495","0.8194143432101901","0.8381403572274817","0.8023879975932388","0.8796135721439318","0.8060245313613257","0.8788716430251274","0.8105613975483938","0.8310259029426292","0.8782593621551957","0.8739545139623495","0.8621150271275664","0.854185620364695","0.7944626373524624","0.82540040678313","0.8737865865316443","0.8301628701024364","0.8805018216113906","0.8085480753066802","0.7903353718181723","0.883338781809045","0.8057331560743688","0.46288456081509266","0.8362795503899432","0.8004836196376355","0.8195406552844228","0.8568687172834075","0.8561548562181004","0.7914913959570682","0.868719361165442","0.8240536734420554","0.8107753649621621","0.7451301751238522","0.8442183497684945","0.8824028834247819","0.87433679686222","0.8728572035582544","0.7728906984027429","0.7452646031398129","0.8835928207296789","0.8781179358666802","0.7773595962042709","0.8638140333550929","0.8617613313137596","0.798819415161138","0.8166854377481055","0.8678125236110809"
,"0.8220410309128747","0.8716577309339614","0.7284496861245303","0.8570132712619647","0.7990356559913698","0.8753249286692147","0.8513415837300481","0.7640641959522614","0.8801420596088424","0.8177047129153545","0.8347157351723191","0.8126242207845862","0.8764834188831381","0.8339132000259726","0.7173682937080066","0.8741802034470303","0.6374603285160898","0.8684072358569281","0.8168300546115614","0.8763745371675877","0.8221727561418181","0.7945839838213047","0.8314111498719703","0.7533657012869743","0.7469416147566256","0.7798021428258153","0.7551146468838353","0.8298954739425879","0.825835576364256","0.8174643712512578","0.8858400346249186","0.8674279691694653","0.8533810428115852","0.6662467227384934","0.6290013935645742","0.5697742781686203","0.8579781151859391","0.8210600559037916","0.7359787467474598","0.7670149874254297","0.8491744153235682","0.8394503785605527","0.6976660212524403","0.8765195206505074","0.8656541836682952","0.8399996489971101","0.8798805627328671","0.7950712896119748","0.7956481798465421","0.8266174942939404","0.7201373601144277","0.8296956248997245","0.821113762782546","0.8486549564585701","0.8213303434323079","0.7593539121400081","0.72639497479361","0.7953115381295764","0.8573971458044345","0.8825297328882568","0.8823750190927576","0.7998466175334817","0.8616954811964206","0.7906535299980042","0.8837023970904798","0.7845678005372805","0.8552484223252474","0.8063295864022191","0.8392542303024374","0.7990459972100326","0.7953714462739868","0.825913275377606","0.8844200566577204","0.8682783705671004","0.8781397127570962","0.8853511293959019","0.8624463448324426","0.8393903390707409","0.8544777503466945","0.831708530040049"
,"0.8191088479476202","0.8686086886717264","0.7247705660212844","0.8566455874254844","0.8020248896240467","0.8727827558350132","0.845412019905539","0.7831011076881934","0.8800332131473598","0.8266925719241542","0.7111735031765583","0.8260432905024708","0.87278933391349","0.8270969173194895","0.7426640995251611","0.8728288142895095","0.8576685906825241","0.8646529331421093","0.8266075665735817","0.8776354780282136","0.8817070477914577","0.8696467045479657","0.7710150386519433","0.6595878456096994","0.7469416147566256","0.7807595047944591","0.7354670346541091","0.8319596116992621","0.8553132580876973","0.7748199630004154","0.8849487199598676","0.837317005973138","0.8207101775682182","0.6463513212309266","0.7849196781304604","0.5907620122832777","0.809752167798476","0.8621239382753376","0.782124656553878","0.834364681730952","0.7448479729898854","0.6187001094007104","0.7954661279099737","0.8187140412068392","0.8318898122560971","0.8676151163663257","0.8016619843985353","0.8639807283523806","0.7416364356186229","0.8143313618520308","0.8255235103026255","0.8146488355889516","0.8158140505556144","0.7814466937465342","0.8122447545091429","0.839998370800546","0.6902640493252281","0.7974860050540848","0.772805106298553","0.8685052636974342","0.8859966577087619","0.7684084033247651","0.8665105720490038","0.8684500370565948","0.8572663936243892","0.8207101775682182","0.8128063039900449","0.7732270583407495","0.861866415321981","0.8345059133980215","0.8677207297668912","0.7920325140332077","0.8315809160491969","0.8657554013785305","0.8766510452806963","0.8863400813581674","0.8582334232481327","0.8853602481635254","0.7931937474033609","0.8732512964475685"
,"0.809514868368886","0.86507196550575","0.7256090778100202","0.861006751027639","0.8080110683241482","0.8675380707172072","0.8389168294993457","0.7918528415769214","0.8789506410845962","0.8421173294979954","0.6839952381070198","0.8126242207845862","0.8712947350317395","0.8207121127909196","0.7180703408438016","0.8687004037103225","0.5266725483375156","0.8751219375821788","0.8265381668504294","0.877326432382874","0.8611952881568808","0.7967507764577247","0.8847264254768941","0.6520885162241605","0.881248176247928","0.792579626782666","0.7660651556503144","0.7584021311236228","0.8482373624225643","0.8488687134464336","0.8146432696245416","0.8598115496540439","0.8128002254000843","0.8590109453738001","0.7717065075120051","0.8725972563741464","0.795717587740529","0.8846641481485942","0.840692046810728","0.5960391784561018","0.7648338015092171","0.8510697336119849","0.8164079427153701","0.8184925419762534","0.7796619019129031","0.8616952408848105","0.845436689866258","0.8372178801727521","0.8755060171727957","0.8145888599745837","0.863229729667472","0.8114301570341582","0.6534616769601105","0.8802875714036549","0.8134469202473147","0.7904159271106206","0.8121428503409072","0.8057331560743688","0.8446662256050761","0.8769076258918741","0.7931517858544825","0.7228835012441887","0.8158735778134432","0.376317246751274","0.6610415739173718","0.8026500365086394","0.7702067553736525","0.7673861269531133","0.7907061671550707","0.8759933624127075","0.8141764284714357","0.803750999589004","0.8364231965680402","0.8812988540317825","0.8824743333502478","0.8547627533758871","0.8655202667943094","0.8784987332407003","0.8752189674079884","0.7910357546520111"
,"0.799611990421828","0.8566455874254844","0.7160323742439361","0.8607947687088546","0.8110089608411626","0.8635887042706829","0.8350801710643144","0.8122405527426946","0.8775040444469286","0.8477558063875094","0.8192925753076148","0.8193603875418626","0.8704156508886515","0.8112860528112709","0.7222574939622046","0.6737400475936235","0.3892911223467459","0.8698184915599361","0.8386491801715826","0.8768309568908637","0.8609628867190773","0.8637481621563321","0.7076718903720017","0.7786954068528786","0.7636309080156047","0.886096954254284","0.7456061660248654","0.7394059244821796","0.844598696182163","0.8421644504614363","0.8432485241899408","0.8073575092916077","0.7942823297472624","0.8649583560128029","0.8504448415450161","0.8739333068756646","0.7997663944716068","0.8552551947198925","0.775278726818455","0.8253279833550866","0.8192844920011384","0.861866415321981","0.8707833180903779","0.8497089973876487","0.8588646346948148","0.8663539841988561","0.8194217766513647","0.8725319186284846","0.8490471705906043","0.798819415161138","0.8302140381048358","0.818631354103913","0.8348056841408824","0.809752167798476","0.7160323742439361","0.7618865556897126","0.8697112451851251","0.8185485178002311","0.8590503439640041","0.84376079885052","0.8795716501204784","0.8382250258918096","0.8253279833550866","0.867302588397731","0.8264657019667765","0.7789040287008443","0.844255636268027","0.8277385791632529","0.7920535328486095","0.6543366183032818","0.8375976733684101","0.8730720068580814","0.8498951710101847","0.8625979043502373","0.8803917177110875","0.860563752094639","0.8379043878164278","0.883750663267197","0.70179435894498","0.8647218056436925"
,"0.7896135640642147","0.8515453523145153","0.7230879382504154","0.8605174549911483","0.8140246848667988","0.8561951011956105","0.827576332948341","0.8219777947566053","0.8760989416698648","0.8537334115348645","0.6557214032023883","0.8534561991375095","0.8776846538297483","0.7952524766098832","0.7160323742439361","0.861866415321981","0.848653700482302","0.8699659441579684","0.8452283349817311","0.8782093623279158","0.8222333946798291","0.7803410601507348","0.8805535990476654","0.6988492782418704","0.7636309080156047","0.810197085298928","0.7006647245569833","0.7296361728994284","0.8474634430718969","0.799406858906966","0.7768800711724724","0.8534701562696252","0.7915883705498882","0.7326227879650293","0.673809605943585","0.8739597635312897","0.8572663936243892","0.8634573999681509","0.8457159570702422","0.8216313101313673","0.7867018846404868","0.8377292228271496","0.882509722051267","0.8785014371446278","0.8524388340030955","0.8745557352668347","0.8118000926714358","0.8729903552884268","0.8417988201026352","0.6372436899782603","0.7956481798465421","0.8158140505556144","0.8039442285197567","0.6706753680512256","0.728181647843482","0.799729302777383","0.8460202480514722","0.8643933309966001","0.8545785425688375","0.8675142002345088","0.883338781809045","0.8779828031710826","0.8187441508444762","0.8742343203206667","0.7816640282261651","0.8691117150101596","0.8033313839406856","0.8330022068541147","0.8804214355148962","0.8534701562696252","0.8586462866519278","0.7658031934742826","0.8801171418745615","0.8808300314472517","0.8856906262212201","0.8481889055072205","0.7269386690363322","0.8580456798574078","0.6652870309514045","0.8837345987179959"
,"0.7798021428258153","0.8464713358859476","0.7400173112018347","0.864249787235727","0.8201800750158718","0.844598696182163","0.8197701685584999","0.8293922817207312","0.8738501004982098","0.8637481621563321","0.8086807632812051","0.843231103773302","0.8768908240840051","0.8025616137333663","0.7068199586080773","0.6599828080253431","0.5481898341229454","0.8698832243548973","0.8248063898841592","0.8777120852694383","0.8227997534607215","0.7537347371404926","0.8613907984041005","0.791474292903038","0.7619912466598062","0.8216313101313673","0.6763388320732282","0.8336166195652752","0.8411068852328905","0.7967441973701752","0.8224855729510949","0.8512575423554398","0.8102835499960264","0.7487541676123659","0.8491355219288834","0.8634573999681509","0.7538579757104309","0.8864369994780753","0.7203240171223764","0.8305221492073467","0.7986500669681804","0.8573662568004945","0.8739667492128667","0.8865556874752454","0.8653907754988316","0.876808918531544","0.812088571289042","0.8024904438284777","0.860209636821244","0.8346572583769769","0.8043074598698778","0.7615188575219249","0.8180495542994353","0.7446115106561708","0.8197648942120626","0.8570366496293536","0.6746930695680089","0.8170754660294909","0.8609339241875525","0.8484663339211994","0.885445654941775","0.7751485786884045","0.841569860402364","0.839242621817412","0.799080526087963","0.8192844920011384","0.8189106354007248","0.8696036518695023","0.8485367526810865","0.8152193365380849","0.8118000926714358","0.8403882031295552","0.875748416880265","0.8857942479107439","0.8120716480635971","0.8665435211786716","0.8837720249522781","0.6810553886171888","0.8239409326745243","0.8464713358859476"
,"0.7705458040814616","0.8412213266921053","0.7491213061798656","0.8638224463328548","0.8233560954541097","0.8337623525470317","0.8118271669558437","0.8346284027652283","0.8711955335099463","0.867862423907068","0.7973874492473743","0.8655944972278984","0.8677207297668912","0.7773595962042709","0.6842408947040877","0.8498034170778057","0.631424288501836","0.8752834956721973","0.862019475490523","0.8376699304099801","0.8594283839968376","0.8421173294979954","0.8706113196397605","0.7987959273748744","0.8811649053500408","0.8821238490621812","0.6950619799548168","0.8346855456591566","0.8330417557661183","0.8391345654263713","0.823460365099196","0.7909615288821974","0.8166394986343104","0.8765220299511735","0.6973033659071409","0.8161858202582775","0.7606161154453521","0.8578286350871683","0.735007452579725","0.8359314145902977","0.8834614730841517","0.8180229702728166","0.8826154887247321","0.8847009781263288","0.8651238310595835","0.731867447018733","0.8777293467065537","0.793524737867453","0.8385584645551298","0.7965688446392656","0.8695253683833606","0.758933487717216","0.8078212629828476","0.869058056340214","0.8536931123216837","0.803827682098794","0.8396782602488555","0.8200018653225674","0.8547627533758871","0.8813283349968073","0.8762352900954704","0.8153712686894226","0.8280620293979613","0.7898917828412112","0.8820662197980367","0.7773595962042709","0.6199133631041617","0.7892362634246242","0.7543297429570237","0.860209636821244","0.8197701685584999","0.8833870530686093","0.8312095261091049","0.8562965266597573","0.8677965231547434","0.849716478717229","0.8522018064636359","0.7229344736196432","0.8082563231924221","0.8480327141313032"
,"0.7623061935606749","0.8347698376812931","0.7606161154453521","0.8672915244463035","0.8266174942939404","0.8259095433415464","0.8039442285197567","0.8362621569885691","0.8684072358569281","0.870593445893865","0.6409531058146742","0.8717998258067879","0.8675073698594102","0.7740888227191274","0.6695300474773423","0.6200246164798913","0.8402392632363905","0.872124689009141","0.8198453614561108","0.879863393975943","0.8715394117994684","0.6894663420187361","0.8674803364857444","0.8060085778427944","0.7672383824088344","0.8357528959990508","0.8240167710362926","0.8311917111956217","0.8352550809889784","0.8456576062630106","0.8166394986343104","0.7742205932579942","0.7636309080156047","0.8820662197980367","0.8484663339211994","0.5980644799061214","0.7672487658900577","0.8534701562696252","0.774009793742602","0.7761189462983786","0.8130909228398822","0.8709370000103039","0.5881213646005151","0.8834142878739905","0.8621401343868462","0.8415564734673978","0.805492001725088","0.7882358776133693","0.8549014103753543","0.8390118454799245","0.7926236159802175","0.7802171761653346","0.7434175785724533","0.8723361436276758","0.7065750505987372","0.7449204848416238","0.8034372645361659","0.8744686258677289","0.8565402634124151","0.851840081662455","0.8554552307770561","0.6651649675582669","0.8825990742693715","0.8686743386010403","0.7643186692946695","0.8125032226167941","0.875688676338323","0.7914973018354939","0.821630178715634","0.879743908927105","0.8776202176412282","0.8063295864022191","0.8820048132670508","0.882638930275427","0.797175590838825","0.8494549863909859","0.878282126712562","0.8486549564585701","0.8352658929423602","0.8645458150395257"
,"0.7556243713387525","0.8292079592840327","0.7706913295222764","0.8666506279287176","0.8334228838548442","0.8122401353791964","0.7970074825267974","0.8381491814622223","0.8649483552877895","0.8735924843853984","0.7888517449965351","0.8766144847034976","0.8675142002345088","0.771667149016317","0.6776803275292685","0.8392459807804441","0.7122933882731426","0.8714234031484879","0.8706659153303549","0.8795025840733005","0.8659756393318455","0.8282828179213657","0.8711313864853167","0.807511909044518","0.7607630590995226","0.845095452002742","0.8107753649621621","0.836220411083472","0.8444774562722845","0.7967441973701752","0.8174000879462836","0.8371145954431005","0.7382729479693899","0.7182692625814524","0.711263644715243","0.8190363322826015","0.7833402273153702","0.8516494223170037","0.7820742065742037","0.7560377994684119","0.8260432905024708","0.8266192966145356","0.6402281827892599","0.883338781809045","0.8538225261485777","0.8465734487924204","0.7629432735765987","0.8787929239449999","0.8447291628611103","0.8270969173194895","0.8714111648362491","0.8368810977864694","0.857180535201862","0.8435464879531613","0.8543942891497622","0.7593539121400081","0.8079788726879641","0.8480790275095308","0.8838728679194316","0.760156269310047","0.8821387187659568","0.7868015509054207","0.8154574856420451","0.7536945014286006","0.6810553886171888","0.7867436511939347","0.8498951710101847","0.8537146764722701","0.8505041848225712","0.8533704266357421","0.8567549658287987","0.8597949523055193","0.8616015237363981","0.8809167010727019","0.886342645159605","0.8722190449289251","0.8690755828791898","0.8144844432566556","0.7897759750325078","0.8807204539245451"
,"0.751066759216718","0.8219203380786775","0.7802285768479349","0.8694093636578776","0.8369617915189806","0.7919615606865629","0.7889196686395387","0.8380353426149497","0.8570132712619647","0.8780446706396255","0.7786904196744147","0.8785014371446278","0.8640967932135898","0.7699490359280131","0.6305170543181473","0.5581138436693069","0.7324723781106914","0.870593445893865","0.8136161565206925","0.8791639752085951","0.8539248914990322","0.8217395723545676","0.8547708871091741","0.8115615253503079","0.7607630590995226","0.8718271385122842","0.8105613975483938","0.8369205372098962","0.8426680106276612","0.8307747072208721","0.8590503439640041","0.8845171858382205","0.886683458919894","0.7869260066772952","0.853129543505123","0.8753249286692147","0.8283184463941807","0.7402938411471471","0.5924424573223298","0.7693358365688012","0.8097804235078725","0.7594044909210874","0.7976486114421565","0.8822431318740451","0.6084302166709086","0.7546721710031157","0.8841185312094912","0.8834142878739905","0.7748908755167712","0.8255392211268802","0.8719617544564886","0.6990737226544864","0.8694042519586906","0.7855278162589945","0.8436024360460931","0.8765279004107798","0.8188153680974742","0.8646912786826355","0.5152541493642078","0.8805337235383801","0.8831208874649104","0.7883613847212849","0.8021347873705337","0.8479217075433156","0.8314986238638813","0.8284481233721586","0.7465269883585216","0.8023879975932388","0.8142890727402611","0.8098728395194548","0.8382250258918096","0.884222591090169","0.8380555156753975","0.8825990742693715","0.7980299046163865","0.8802875714036549","0.876291486162863","0.8380708578256499","0.88008628056315","0.8419001551969598"
,"0.7491213061798656","0.8084786192554455","0.7954383525498638","0.867200199130627","0.8405750212642865","0.7734247918666708","0.7725310450485142","0.8365440728599149","0.8523263848315229","0.8795288864420014","0.660342598186868","0.8814610104675604","0.864772501895377","0.7687721525436921","0.62725459139229","0.8274280043035275","0.7661805100010235","0.8585220585347348","0.8799193384510695","0.8400910563567393","0.8544777503466945","0.54814372649631","0.6883566863654144","0.8093875015498839","0.7388404682631248","0.8636619525526017","0.7183366154139468","0.7014347349834971","0.8403502844899553","0.8381066870318515","0.8071716971619792","0.8481889055072205","0.8866774431817291","0.7898917828412112","0.7687721525436921","0.63985867301108","0.7971462073036949","0.8829953075527411","0.6960200646945608","0.8506357622767089","0.8719486377548357","0.7378463623286182","0.8680948475863843","0.8825251033734084","0.6274568013708737","0.8220410309128747","0.8260496915089703","0.8433084842990797","0.8391992024366632","0.8292079592840327","0.7083455906648252","0.8609096423687844","0.7995351656332084","0.8500883797151234","0.7582631184588172","0.8216313101313673","0.8264295070261586","0.8691381694548369","0.8745555471984463","0.8757298423628919","0.8687004037103225","0.6321417528628536","0.8057331560743688","0.8826478374082087","0.7766222686194599","0.784353104154013","0.8318002792146852","0.8505667691409504","0.8700816356844868","0.7253947475277178","0.8672915244463035","0.8464884742500576","0.8098728395194548","0.8737625372348314","0.8624463448324426","0.8837720249522781","0.8799230527869355","0.8480790275095308","0.812088571289042","0.8850549866508354"
,"0.7606161154453521","0.8034446240486194","0.8040775618539034","0.8657068393010063","0.8479310360033997","0.7607642774847809","0.7659685156457151","0.8331351517652485","0.8475773617267683","0.8805337235383801","0.7716310765107014","0.8785014371446278","0.8616952408848105","0.7679899323999241","0.6305170543181473","0.5925387208237709","0.7803814078251741","0.8534413348593812","0.7982905680594298","0.8802022214519717","0.8459290059744495","0.5908911044172549","0.8384884042092301","0.8170754660294909","0.8246389075147408","0.859128161874718","0.8058947456509573","0.8394503785605527","0.7522657923902207","0.8579789717342677","0.831708530040049","0.8621150271275664","0.8263738352322119","0.8857942479107439","0.8576971415859992","0.8762059111985895","0.7468928166601617","0.8364231965680402","0.8161381488124558","0.7876046746676941","0.8049125039446307","0.8630611294534796","0.7129774338666872","0.8528365549293888","0.8638482685646766","0.7735455991858924","0.8269285897743134","0.8717575996200524","0.8589857879508028","0.827694218541509","0.8492483137301912","0.8086949569302575","0.8791639752085951","0.8381572354607832","0.8537821575902848","0.8507943912134642","0.8402392632363905","0.8481913342978034","0.822585145032984","0.7861288944404472","0.8628521615763689","0.7298158546524159","0.859990420896074","0.8596695781951098","0.8421079832133357","0.6692502677675463","0.8559084092233828","0.728968469729001","0.8173883827581314","0.8196751215808591","0.8780357041890665","0.8313655784427807","0.8796293959182678","0.8821583689325306","0.875850551478158","0.8827632403778748","0.8320340504574186","0.8162149252480261","0.8718271385122842","0.8319069979064493"
,"0.7653575208665486","0.7951516963787498","0.8195142175185812","0.8671972404925359","0.846737868523822","0.7227422477141292","0.7611354207528603","0.8276517763737999","0.8427165395481871","0.8810669861478403","0.7044080225153666","0.8828497116474533","0.8591529557045152","0.773972745323972","0.6098597404890032","0.6363462779819805","0.8392542303024374","0.8688165780416497","0.8837720249522781","0.841020597879984","0.8422924862084159","0.7697232982705131","0.84376079885052","0.5541464923100089","0.7213104286133762","0.8582135688063282","0.7204150395112023","0.8403502844899553","0.7279180880268555","0.8040389056593973","0.8331703678844147","0.8269285897743134","0.8207760088402085","0.7842835579614801","0.7153756554612948","0.8467544870491793","0.8447291628611103","0.743909787756871","0.6348788820475149","0.7779774442550779","0.8063220882475477","0.8666118554728872","0.8711313864853167","0.6494376930521675","0.7876572774322403","0.8478770119511463","0.6704861687894739","0.8786205121825963","0.8430481575186886","0.805145593528","0.8819878841210388","0.7400173112018347","0.8433262209766601","0.7563551070139973","0.7131788446345204","0.8073846323258482","0.8392970745449082","0.8501862884896082","0.8582135688063282","0.8417247039632995","0.837019942854394","0.8752189674079884","0.8261307157187537","0.8677965231547434","0.863229729667472","0.7445199405513242","0.875728539984052","0.8219040245104597","0.8335268908409681","0.846647947309894","0.7688686598823793","0.8779849434135409","0.7556637420883692","0.8543942891497622","0.8665435211786716","0.8259228818213525","0.7923843136517571","0.8767807183523216","0.8080110683241482","0.8643638820783663"
,"0.7721068530097094","0.7910171384518224","0.8263960002287138","0.8650892936681431","0.8506299659657922","0.6938634208823672","0.7584653356296966","0.8136731005595406","0.837839186046188","0.8790066067594702","0.7130414660015924","0.8822937403517741","0.850567258743913","0.779163517710789","0.6337887200465335","0.6858967753025511","0.8149290779816721","0.867302588397731","0.7736815381551003","0.8423627425919534","0.7257371682968489","0.7057179871812418","0.8318898122560971","0.8261307157187537","0.8027411178426109","0.8424081181286918","0.7938941279692315","0.8492483137301912","0.6883566863654144","0.8699659441579684","0.8311917111956217","0.6806693216039125","0.6327702673578971","0.8573219566490334","0.7896376445686313","0.8771469617654857","0.7833864648570577","0.8742343203206667","0.8496587931939272","0.6768643249540648","0.7968420159491996","0.8431355888767786","0.7354670346541091","0.8679068486883093","0.7824920772278394","0.8125561788158825","0.7990653286203829","0.8060085778427944","0.8298149296381173","0.6435346279358346","0.8626014562454436","0.7391522069291891","0.8431355888767786","0.8589857879508028","0.8581005611772367","0.8157856962028196","0.8279355869330685","0.8635958916452626","0.8629482183133372","0.8523960497478329","0.8758056009852622","0.7323477388719306","0.8599397696876576","0.8776939242653263","0.7911981001350474","0.7841311722693409","0.8513287430339938","0.8597273629314113","0.8334646333753011","0.8675380707172072","0.8270914968153278","0.8228413189452135","0.7867929198643258","0.8590748874504672","0.858044452828606","0.8513415837300481","0.881037473262304","0.8141732514369022","0.8362795503899432","0.8514573790277475"
