[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
,28.926380372044292,24.82390389971598,33.738803461586606,30.043076246344825,28.91362099782786,20.14108863677064,27.734269693186828,37.41799846769551,28.089435251311848,24.240164285431096,41.89959897695829,45.921877865593764,37.15756551475719,41.17698573510455,46.36905061837885,57.46875732516227,53.40865929816138,43.907024931234524,46.500978203729346,44.45878567303081,75.31643353218453,127.2912169713902,104.4277774777413,69.76937519420233,73.4411571349686,120.51317580304709,113.4692926711003,71.73637864933217,80.45626345642312,79.57812619890099,240.50777443085752,164.9793202907304,219.19809564788648,189.44969114423546,176.14445819195683,178.58606066127777,165.12067301468863,248.13115733545067,180.39081359071608,185.02281105117663,295.2549023841266,363.8750153566052,355.64949531194685,364.4401668252841,376.0634548486327,371.51344217927596,385.7341798102068,337.2144199071621,388.4963317748933,340.7234839407029,715.7836572351065,776.396342464672,637.1893233802687,621.3866963096883,874.8034815144963,574.5581022291598,773.3914361090303,762.6126310099957,658.9841707010193,806.0620389405075,1247.1674200939888,1377.0664397257103,1232.986340511261,1375.4871647864513,1353.1377537852522,1409.1079000139714,1332.8166042170064,1475.2779143443308,1479.6647198164133,1346.0827641244941,2651.4556397922747,2239.5169124886456,2220.98048845401,2551.7148854607894,2443.7869814627675,2524.6702246238824,2433.937814980015,2932.8570484126158,2291.928232875921,2650.1408047480736
,29.744162646666595,25.380197439413443,34.8320027014895,30.843050552894894,29.399227981150606,20.628491056844712,28.305388537881914,38.157128354870395,28.924670277605433,24.74706762628023,43.032818974878495,47.17749559389052,38.31579529232847,42.8455798719545,48.278137373565535,58.50149025109038,54.43685894781932,46.94787267204647,47.846595506545064,46.31486959393257,77.75415796878117,129.82385049753557,107.96022238142598,72.62776112456423,75.67251809807014,123.7228827390774,117.97403907616766,74.29069609192001,83.14944254687336,83.04564690605876,247.02986693098978,170.81189387526746,225.8224615756258,194.9272222477369,181.8446786166827,183.49183941654783,170.90043670273818,257.1803652188035,186.06784101105973,191.4740784002717,304.54828031082445,379.04454651845765,370.62398187661046,376.789466558432,390.63429358997786,383.48711391053916,397.0919939213428,348.115486594776,401.07681694760913,352.03101661791413,740.4680011302108,798.8908557310788,657.291195004097,643.7324957119552,903.4073212686554,593.6558678293912,797.6260610794594,791.2920945521618,682.2505087808989,832.0920868789037,1285.349586864422,1428.0278829423912,1274.7969410536116,1424.7507184631334,1393.5206002954933,1450.1658803093972,1374.759668598038,1522.1443398380761,1528.6911071310105,1393.8533566552246,2734.1593113617387,2310.8929734877947,2293.8700304718454,2644.3398171307563,2521.6584138263734,2619.088985099742,2520.3675514940564,3037.61930237629,2370.184120964215,2734.636186404811
,30.51396610632767,25.95485578198663,35.868154238077466,31.656622703722093,29.875611304404476,21.129474136696256,28.877912458593006,38.840901581837606,29.810418279265324,25.242225622406355,44.17610610163242,48.40830336222216,39.481221506141786,44.46692634852049,50.230869165972365,59.51248906118483,55.48018448985672,49.95163946100042,49.2199437413678,48.20676389483631,80.25972838205521,132.31647604682223,111.23891765387852,75.54087339860253,77.95434698736348,127.03533918380133,122.04061584006892,76.94699285205424,85.8670366497394,86.98256836629449,253.23192555538418,176.75846318815448,232.3524144707153,200.31037636758592,187.63780924967597,188.34606117365962,176.69035330527194,265.6368358305325,191.80747008397648,198.00679400606813,313.9538112064675,395.11480894974994,385.0541660195395,389.0477757435711,404.80414791810483,395.21412903688645,408.3457794419955,359.0367012885397,413.50974784006655,363.4560630787111,764.8990597213666,821.0077123693981,677.4361416312116,666.1688344193551,932.7421864005569,612.9456898406524,821.9379877875896,819.3556785212173,706.6585591346085,858.1565992737595,1323.2932886283645,1478.2331127725854,1317.0135927924105,1474.6912248310102,1433.91813320527,1491.337994908717,1416.574081708717,1569.4347620839003,1578.406969781629,1440.8493400455022,2818.3888021122866,2382.3664100155656,2367.070880976356,2737.5012892759505,2599.2871926466937,2715.044412383179,2606.810762962786,3142.392367704226,2448.4454210294984,2819.350296147787
,31.228122012671843,26.561858748463845,36.87866337449997,32.489641160617,30.346513165664607,21.646319862466687,29.46137735844718,39.48209307870754,30.755030675529024,25.72673905030584,45.3464620157849,49.63136867777789,40.65260541115604,46.04501507983837,52.250394579950395,60.518807573968296,56.55067639192588,52.90391350612046,50.62955831368833,50.1253626058872,82.82786835863114,134.77819322636586,114.34907048098874,78.54562167295616,80.29917934804472,130.51929538229456,125.81246475405771,79.71274531423711,88.61840475248877,90.51660994157524,259.1412863273503,182.83367824099983,238.86067947029122,205.6059430417816,193.46856686044012,193.17517444112724,182.47214466441537,273.5087949460223,197.60235330398694,204.57837056789486,323.50851538321604,412.2104833421862,399.01078383070853,401.3047372737016,417.9112447309624,406.7589626893837,419.47324397099396,370.10278737441894,425.8125037868354,375.040666093316,789.1685737321653,842.8527421071902,697.573149651904,688.7202847526297,961.5602273504934,632.5290994782438,846.5322853140581,847.1421975846546,730.1408588083585,884.2985053873048,1361.038966227703,1527.4872269731245,1359.9086393724226,1524.8209483293028,1474.1833192311137,1532.8193687846422,1458.266703840982,1616.9460474050925,1628.982405932657,1487.811149575297,2900.6659599627906,2453.5576107257,2440.8275273010318,2831.266634376042,2676.72749668198,2811.9640839534127,2693.5888318104244,3246.42317249573,2526.73918972894,2904.5007906840406
,31.90956435150416,27.19073382488855,37.840273347896535,33.354373494666696,30.816337583327133,22.17756623312329,30.051755553616047,40.08986150482106,31.78489930240627,26.202073597366795,46.53605301897501,50.85788847179084,41.83649886377475,47.576697992948475,54.271354061919155,61.52455827163769,57.669193002309456,55.731849500978754,52.076895950725394,52.07421956056731,85.45116220860496,137.22085961969051,117.2798073301182,81.64225143450227,82.69589128031065,134.1988788129525,129.38379692793845,82.58429110539824,91.43059347249098,93.5867747102369,264.81462006245454,188.91161467982576,245.32249876245876,210.77877319012902,199.3973303854895,198.00445162479843,188.26015168983665,280.9465172284343,203.5264687621174,211.05501732212358,333.23372688824566,429.4951450001651,412.47055111832395,413.6708194642566,430.2527318466693,418.1659560427254,430.6406790077048,381.3403786489708,437.97100617035363,386.64130946491696,813.366522773407,864.4920099157455,717.7179880836685,711.4057713049821,990.0778479915851,652.382933796385,871.4493429564678,874.7891847615041,753.2352917335126,910.6100083790268,1398.592593905338,1576.0387050265058,1403.673886483494,1574.5247843832267,1514.4017356253219,1574.6781912872261,1499.9359087005273,1664.8596801668814,1680.9909757340988,1534.9387456328104,2982.1055328650564,2524.8256187049424,2515.116381076388,2926.2985695239736,2754.122112281454,2909.5161492407447,2780.7608881590686,3350.317436553283,2605.0420250479087,2989.9403041254536
,32.55776373618825,27.849203345031125,38.76140668131189,34.265585334396256,31.287905349472467,22.73366808114495,30.65284102136244,40.67159973191058,32.901854489356325,26.66964095687162,47.76066876568141,52.100056881298336,43.020976742075916,49.07274573079061,56.27252281602063,62.53759493291182,58.821453842728296,58.454594112071625,53.58717198168154,54.045373723774134,88.14633431271234,139.6480006522599,120.08074151786649,84.83126046735954,85.1945091987153,138.1461768343036,132.76290302282789,85.57150760124692,94.29821523963827,96.40265021463641,270.24444685996906,195.00807300921383,251.8071232383214,215.88262573595412,205.4318370822981,202.8722745342074,194.09528665753962,288.00864778571975,209.5765661284365,217.4214263304202,343.14862372000744,446.9154844857128,425.5146316018863,426.2796014841713,442.0923656565788,429.47278676437514,441.8017677693749,392.72727305427657,450.0641363264561,398.24618525452223,837.6237412174276,886.041391176058,737.8072683883619,734.1308867831432,1018.5289239385894,672.6517907044934,896.6219657894344,902.5231850242648,776.1777610255708,937.0230322523217,1436.1263278726606,1623.6116753317992,1448.8418983941685,1623.4549033730593,1554.6181079142973,1616.9166814540786,1541.7080274425227,1712.5319335230113,1732.477083960919,1582.3727005991238,3063.9585102466253,2596.210970039377,2590.202530891278,3021.8591821373902,2831.649189501304,3007.8981436243967,2867.4260003475656,3454.44910759952,2683.558121851839,3075.798714252815
,33.1829917692596,28.53878688132488,39.639630327871906,35.232743704734276,31.76495598738622,23.31373913712278,31.26726833276165,41.2223551412794,34.12784738183619,27.13098877368076,49.021069392868,53.35373446438325,44.192655897589624,50.54585327717683,58.233696719597766,63.56535486294225,60.02064963838586,61.040609204537034,55.15341727449807,56.058321686725144,90.93746201647365,142.07943204661757,122.73915532298834,88.1150929159489,87.78756635179161,142.44900988884478,136.00848036025704,88.6863025662135,97.20463001078127,99.0372025908506,275.50642657012963,201.15975456077243,258.3817525350153,220.9249550377134,211.61949029228128,207.78852272355002,199.972011110576,294.7340597147806,215.72893551352072,223.63510086499437,353.2712843781957,464.398940099743,438.2557821129868,439.1978575389631,453.5884397579455,440.68768305802564,453.1989722700553,404.2237096781072,462.04190318687824,409.6874715138574,861.89752530858,907.4867410029077,757.8706353513671,756.841172641437,1046.770246074216,693.3532897501804,921.9283150418719,930.2569971848905,799.0345467892101,963.5805784800694,1473.7026284295343,1670.4474047167391,1493.681604435954,1671.4760284786005,1594.8643712216476,1659.5175227966888,1583.5398137341497,1759.3627239546684,1785.2380367273224,1630.5089116355239,3145.403843015277,2667.6815313993916,2666.295731115396,3116.1599027256143,2909.5094674741313,3107.13148709244,2954.172785583197,3559.125647370167,2762.3856250006347,3162.0900675662924
,33.78970970050828,29.266822113802437,40.466001068456656,36.296576240259014,32.25128644392439,23.920802163250766,31.896471893058422,41.75155980503804,35.54402140566163,27.588650562322165,50.34506099909209,54.634289239719735,45.37244930516421,51.984605716949254,60.14820405737846,64.62016980043082,61.25696517738142,63.41985074545709,56.764789133763756,58.111184794694935,93.7790617856288,144.50126830033525,125.30111303414718,91.45936656167696,90.51686473322927,147.23310518477356,139.12994372957115,91.9290382271401,100.20567231259739,101.5436980529216,280.5965976043479,207.34633011854987,265.11899554074535,225.89503145066922,217.9985469204228,212.78161970727444,205.92232197377604,301.1575920533052,221.99073817617978,229.70860968727192,363.58751006553035,480.9740986276099,450.7136427051239,452.29968781205594,464.7823698617213,451.8444230338146,464.7964307641016,415.8099982622176,473.9916128672851,421.0292639326263,886.2551836478679,928.9320651735737,777.9577671932782,779.5131704586379,1075.0608704397443,714.5417512683953,947.2421950643502,958.239585620518,821.9786436484328,989.8544393542104,1511.2952937213934,1716.6467179205308,1538.5446433563445,1719.0341881314384,1635.4125511502702,1702.3878726133833,1625.5609462742743,1805.4843478555395,1838.3730851839587,1679.3065891035071,3226.012153840649,2739.2809859869885,2743.78148976451,3210.4587030764806,2988.1931513983445,3207.875208238813,3041.1861199279642,3665.2645700890107,2841.6440856852596,3248.9938185262495
,34.379870452034474,30.02635695534165,41.250310730380015,37.46923103880525,32.751093799247066,24.559916975325947,32.541313387477395,42.26185707074686,37.07442912842013,28.04307332813795,51.72848358704394,55.94427996769778,46.5627562916211,53.40653509243268,62.01757763917372,65.70819198189568,62.5385347663338,65.60635839526648,58.4149340270864,60.220567453704824,96.6702975100709,146.90932295865704,127.77067874265198,94.92750898340482,93.42435386081014,152.5904280735776,142.14873723667657,95.33381516306173,103.28634622020434,103.93511616003197,285.4848987662016,213.62717336931308,272.0027379847601,230.87803868294316,224.5241197454316,217.86927808731,211.93752186618968,307.35373778213193,228.32620492580972,235.58491254420494,374.10523511589696,496.5801902553196,463.00591912063635,465.30516791998014,475.8217601949591,462.92639089280925,476.6766885274689,427.37246837904405,485.8856961746207,432.27066342409375,910.4644552730208,950.3027362066922,797.9496744743552,802.2185768478452,1103.2843447579396,736.1810785617862,972.4475799010627,986.6304022724606,845.209398218666,1016.022912410681,1549.0057036835392,1762.5309370671957,1583.5774481004364,1766.5646170877685,1676.224561433337,1745.5469652746926,1667.6762779540466,1851.2663207754747,1890.9093782091238,1728.616717837978,3306.5787000135465,2811.142036549591,2821.7194893428064,3302.854806384048,3067.1543319556818,3310.3493935362512,3126.6759772024952,3771.379976595295,2921.337878206476,3336.670189057284
,34.95638237059967,30.813364516391854,41.995223948510706,38.747374381525,33.271037983191256,25.230056353789628,33.20227964483403,42.75987803048169,38.763588735334565,28.49710308764761,53.17460051764486,57.25549508267245,47.7663182354982,54.80721347146782,63.86756840363999,66.84121439623908,63.87931742854435,67.63911038729424,60.098370145073694,62.35662534822245,99.61823657362528,149.31335276032593,130.17986467253846,98.49164272282238,96.53992816984714,157.61355464476677,145.04951431459173,98.92724432862792,106.4377019804614,106.26015681061665,290.2240862815487,220.06062312372117,279.0142088235141,235.84927320189945,231.23485935753044,223.07170915031543,217.99480021072276,313.37857834257755,234.59654348950465,241.34470254788027,384.8536393367148,511.35406671637526,475.1546802052143,478.08266055589206,486.7463913723667,473.93425757281176,488.9165910599603,438.8468286994654,497.8568401448296,443.3907793955592,934.5013294225145,971.617500388024,817.8833584254664,825.1218637444814,1131.307489854602,758.2703655853705,997.6107145485638,1015.5715122399195,868.846413089017,1042.2563000294347,1586.7592542773739,1808.0427157398653,1628.8076974988976,1814.0376418191972,1717.4056915389513,1788.9602053676892,1709.765076934873,1896.8308570452466,1942.1404859972788,1777.616292272963,3387.2881550853917,2883.258262032158,2900.152295923892,3394.1773262781785,3146.3023742391483,3414.448828800835,3210.9285479485097,3876.397505713791,3000.7565374857577,3425.165887312694
,35.52321578126846,31.64861266185486,42.69414750861201,40.22499106857555,33.813268887460495,25.9361183332045,33.87755389919804,43.244843317666344,40.34620204210569,28.952378935734643,54.70417041802139,58.570696056219376,48.98246803641337,56.19900110595101,65.65843107777474,68.02829222956882,65.28755359125512,69.54130652932983,61.82679623521737,64.48257296360633,102.60772962791434,151.7186768650306,132.53223707339427,102.20866062208238,99.88070894304144,162.36928081335734,147.8423233470148,102.75157017588727,109.67312519043853,108.51585245684603,294.77374103907937,226.62674949176682,286.0928237169067,240.8792070098838,238.13196425769257,228.41173857641937,224.10073305019495,319.2729789276906,240.74360711081385,246.9674221721683,395.7948006748449,525.2267345865549,487.27343063104263,490.7135329800497,497.56839476522197,484.8979498812138,501.6596557879739,450.2696602857091,509.8710182956322,454.45330408848474,958.3532122023304,992.8915914098511,837.7292599660143,848.3295409828816,1159.0717921076027,780.7960012972046,1022.5374900251716,1045.4150459349803,893.057905434436,1068.6361408909715,1624.586576102684,1853.4191273021556,1674.2550261535578,1861.1681658076914,1758.8438705387928,1832.802690579244,1751.4920421435477,1942.3030028771286,1992.2836446756132,1825.98081549701,3467.186635331367,2955.7304626508094,2979.4687562785666,3485.00421355984,3225.7245581713314,3520.317278170994,3294.588440115746,3980.38902329246,3079.8183275150213,3514.8537975413933
,36.085325089774244,32.51046020274002,43.36586380474867,41.967706772524096,34.382052104001005,26.690347549389937,34.567535714115294,43.71973132489724,41.794426015971695,29.41128002996111,56.30673559870042,59.87333137699601,50.19297147432074,57.57996083828289,67.38140781123852,69.28209934826754,66.76649713040132,71.31389135683662,63.56620565909446,66.55314991213264,105.66936020604064,154.12352622762063,134.83842876556207,106.02354631646759,103.56720490825768,167.049536239746,150.54174434792193,106.82545769840671,112.99350566327593,110.74118534858712,299.1684155835852,233.3320414304642,293.1661123948038,245.96672802700311,245.1802172278483,233.8906087665066,230.25660978081777,325.0685427474155,246.79237376134714,252.46504740985696,406.9595843504322,538.4280177458545,499.4858745979966,503.23959343581237,508.2762868387649,495.8276864923474,515.2585223347298,461.7297701916764,521.9385120507953,465.5562469174527,982.1492517706286,1014.1742693679987,857.4270932313038,871.9230280627695,1186.47970353314,803.5881831323694,1047.0015900375254,1076.691929301931,917.6867066963549,1094.2842187467372,1662.4825404151832,1898.7864403893914,1720.268929958499,1908.1414943804086,1800.6750909450163,1876.8659982985996,1793.1199102609548,1987.6043257895706,2042.1162253042487,1874.6133350233893,3546.1874897639473,3028.6057871371117,3059.895944502563,3576.3276817135984,3305.6744195156884,3627.1422197828674,3378.0795135518483,4083.2269683249515,3158.655416830723,3605.638101945953
,36.645710828405754,33.408829634134,44.00005154093399,44.05384856110395,34.986079205137955,27.489108632893124,35.277941042283544,44.18630045684739,43.10345992625042,29.877897735306234,58.00977939896307,61.16920989295379,51.40260633160698,58.95605869544302,69.05087007925549,70.61889443823114,68.31267935928953,72.98939165611692,65.29803616591951,68.54629608900106,108.77422812526424,156.53993656219689,137.1149854729201,109.99637530192975,107.72466399703869,171.7862014563904,153.15623810683525,111.24302112088698,116.39589998978934,112.94849266148023,303.4168019110648,240.10478757359635,300.3012216501159,251.1255598658324,252.36858084658093,239.59356531826197,236.47202571521558,330.7714844814676,252.6867463688092,257.88121603253796,418.2796792680552,551.1092532325753,511.88691108019754,515.664620095876,518.9397499793013,506.70768854153306,529.1201298885256,473.13006782718816,534.1202976784182,476.77494632333776,1005.9249602887372,1035.4048405638814,877.0409115655816,896.2127063167238,1213.6269738549213,826.4108198882711,1071.279429675391,1109.123270295071,942.6328991686552,1119.5835670769661,1700.3284972514666,1944.1674981250094,1766.7285168337949,1955.0062562236715,1842.766058713558,1920.8304975919468,1834.7813420712394,2032.9187499218444,2089.409652193257,1923.0182930172093,3624.6781593827995,3101.841003118402,3139.856545348399,3668.806007273629,3386.209261119379,3732.5592469065405,3461.5335129240348,4185.045731247784,3237.4519751732714,3695.941840425322
,37.19733929493169,34.33654988273614,44.60571752518968,46.11065932509194,35.62617331315614,28.336206560967977,36.00355060747897,44.64797569075781,44.252630151926,30.353926618808018,59.809723398330576,62.45306996536738,52.62585496748531,60.33287971673241,70.6729032153595,72.04280731106411,69.94989890481253,74.58547591305238,67.02010332629774,70.4162135055144,111.90138037779134,158.9445165162932,139.359926624181,114.1075999025508,112.30249313078261,176.6054757878268,155.69121708997235,116.36269823576541,119.8539496545926,115.1578139984594,307.55610229320547,246.82559223290727,307.62737577098534,256.34689131961306,259.7522166875934,245.53713170014697,242.7507338579036,336.35234037541176,258.4015759014475,263.1945034044651,429.8546922399551,563.3586635192315,524.6322292466816,527.8519239515501,529.5854053421109,517.6497839049947,542.8699963464544,484.53153972721935,546.3926508614942,488.2385221131509,1029.7188978669815,1056.6241506163021,896.5610872695302,920.5864795928645,1240.60425586074,849.2332067370212,1095.8339688483195,1142.0398919537292,968.0423742135703,1144.8655623263087,1738.2573645369653,1989.5102889861976,1813.1622864719004,2001.6445756513062,1885.100359719829,1964.5828665107736,1876.6329771470296,2078.277155695528,2135.1810243023656,1970.4121734048435,3702.775932306331,3175.451638582138,3219.7504284876713,3763.2123129900883,3467.5284045419835,3836.9376263599065,3545.0402052595705,4286.244451620571,3316.342810684376,3785.9603719097645
,37.75214728245181,35.280177236024535,45.18619726177941,47.951297165854264,36.30764886851572,29.257413668834854,36.744418817508816,45.105506866923186,45.29658441387869,30.83945983976259,61.70334276906628,63.697115290933006,53.85132614746335,61.70931709099325,72.26700834597804,73.60472699060534,71.68735521143533,76.11942499705862,68.73025985625407,72.1398008457551,115.0550710070922,161.36131581841587,141.60267320028032,118.33409954960786,116.77639388575449,181.46597256220463,158.17736350732687,121.26074873315527,123.3174546678169,117.37438441438599,311.5948727825618,253.4444632880835,314.97879259774624,261.69242862777634,267.3256449657124,251.73308808683026,249.1180959142266,341.79527058166997,263.9992747153259,268.4244978805196,441.52784765773197,575.24143671944,537.8892615532993,539.847773534561,540.3028759602738,528.6837372934779,556.7920197516149,495.87919813749676,558.8597650086298,500.0383357473894,1053.5996382155784,1077.7926850684928,915.9161356000884,944.9087163771973,1267.4788055833465,871.9500835464083,1120.5438919954552,1174.3710777511526,993.8836203276614,1170.3592471766174,1776.2351442748306,2034.6558447903676,1859.4926561934665,2048.1114776990535,1927.5373824942415,2008.2855521776366,1919.1036310770235,2123.636224223848,2179.732199828012,2017.672392732973,3780.619559729471,3249.483180663508,3299.72549463441,3858.1318332166356,3549.9192988406303,3940.7984852003688,3628.54772402034,4387.087831957035,3395.2807467520306,3875.8207384749007
,38.31240876007217,36.25706336905713,45.7467014100807,49.613575346257456,37.04239965260508,30.22375477686,37.49693094037124,45.56038985954989,46.24875365437548,31.339442827728945,63.765044936708804,64.90894939043584,55.07925777542328,63.086849247162895,73.80939473885587,75.3324095920335,73.5497365123476,77.61878614296634,70.45356892722445,73.77803300716158,118.21072718398858,163.7437494499613,143.83002699722303,122.71162356113436,121.48632159291898,186.26876838482318,160.6269437532759,125.88431730817616,126.77115426679552,119.6066431844365,315.56855782457205,259.92357443966426,322.25292549859057,267.14771214506493,275.19349681886865,258.1553042987996,255.5781046139582,347.1414809346316,269.41997919241356,273.5726830815581,453.3768161622742,586.7957509351392,551.9077624704034,551.6701688182279,551.1265597308425,539.846983963776,571.6276225265156,507.18416400710254,571.7128164515177,512.3480377846303,1077.4833185517575,1099.0551780842372,935.171820602994,969.2189567363564,1294.4245365469028,894.593060624841,1144.6641089379673,1205.7696733187854,1020.0883244433846,1196.2751842563966,1814.4124908160356,2079.082058062708,1906.0659749242423,2094.4185048872655,1969.9128170273962,2051.807357082487,1962.2668287766317,2169.021443198712,2223.2647452138162,2065.217110682144,3858.416785924316,3324.0272133773983,3379.69515814396,3951.3865445781353,3633.4181269308424,4044.6095105594964,3711.954321312038,4487.818798652795,3474.0839904176228,3965.4619383049085
,38.88014451706797,37.24955615035091,46.29376592452033,51.154198561285455,37.837845827787554,31.21602597976201,38.26491261487819,46.01375027365284,47.13822622819822,31.851952613431287,65.98615005921884,66.09642677042079,56.30881135894298,64.47301192613777,75.31230738730945,77.2248638265305,75.54397984214896,79.10376503729532,72.19675858983713,75.31338955432098,121.3715466370644,166.12370552079253,146.06731537458674,127.31367345383015,126.16379091347193,190.93592351614464,163.04553913615518,130.26913492362866,130.258090900042,121.88090915461868,319.4965924583171,266.28289532182697,329.48825399356235,272.7455761680604,283.3334315205895,264.8266639571345,262.1011889567489,352.399967992585,274.7399255445721,278.66283744395514,465.40189805356687,598.0912494617597,566.6005937133297,563.4817869940027,562.0186178066605,551.1084967933485,585.77505619068,518.443672203868,585.1073183945542,525.4397259546711,1101.389865860745,1120.320493511304,954.3412377956067,993.4921260451162,1321.278383976883,917.3929487520777,1168.527728600474,1236.826560682629,1046.2056299124863,1221.823844515991,1852.9065088828816,2123.1339733648883,1952.7603675277394,2140.643831064674,2012.2003852933342,2095.17019854138,2004.745490782826,2214.385580024163,2266.044017709527,2113.4846024563763,3936.245185264022,3399.156084101733,3459.719761787445,4043.9240892552302,3718.222914208216,4149.239490639198,3794.860886017314,4588.358567407813,3552.903958280563,4055.1250227305604
,39.452336161456124,38.221319796732075,46.82115892291795,52.62137372712678,38.70210353452601,32.26326915731603,39.04955676046135,46.46714290678343,47.96672538650639,32.383812471385355,68.29765823491024,67.2390286793007,57.544012733331336,65.86444323082786,76.78008653360324,79.40058314280438,77.73800801021684,80.57006880068295,73.98622165383614,76.75638160742254,124.52175873011939,168.50594461336007,148.30655401023338,132.06127309179985,130.2480748541438,195.45251270508697,165.4348226194593,134.5476570158374,133.79041405269072,124.2078502519491,323.40085045494845,272.4974420162769,336.76920939767933,278.45414348198466,291.861735208267,271.70349451486624,268.71395135951195,357.57316859995,279.9521510831896,283.7040336722377,477.8623485461723,609.125151925107,581.0436923554944,575.6167112866063,572.919444287872,562.5728616331778,599.5269784771664,529.6400641444063,598.9808629768395,538.5306524297816,1125.3799872844472,1141.6394849538024,973.4498554377859,1017.1671857638792,1347.7789215888406,940.6241907799626,1192.2231638029896,1268.1845893699,1072.3743020740835,1247.0266817913064,1891.8539908371154,2166.931430871024,1999.411714434846,2187.0178081853037,2054.342168879203,2138.353200234383,2047.1697257079336,2259.6828036535458,2308.28157969627,2162.9404491962337,4014.2807239404738,3474.9661308328377,3539.244362869783,4137.6344822702185,3804.384253997496,4254.165540622679,3877.350438291545,4688.600948451599,3631.4453804246114,4144.994682796611
,40.034631524529324,39.1960431611716,47.3395313448454,54.06195589775194,39.6520707990935,33.35670760468403,39.84122425829943,46.92133160959747,48.7412043369663,32.93322671019756,70.67471751579052,68.34932937934371,58.77893671639942,67.26420205321536,78.22946249553026,81.96813046303727,80.23257591881702,82.0143749185588,75.8209440418755,78.13025221237959,127.68442136071026,170.88972796131765,150.55478710403057,136.89698205661395,133.99795630531793,199.86819108133628,167.8000680396322,138.7420540651394,137.3905808698511,126.60785982827103,327.30025615876997,278.5875689448252,344.2372418575881,284.36205179094907,300.7480126235301,278.90645871107273,275.45415864966776,362.6966211658497,285.0522272863264,288.6741416703575,490.6493664131758,619.9433470703948,595.3253515008972,587.9679423615521,583.840457208656,574.2401062198124,613.1705792884117,540.7925697601265,612.7186619859801,551.2722512848467,1149.5347595327512,1163.036557289562,992.54697792726,1040.4726214181196,1373.8208242886942,964.8395726071439,1215.5754978602274,1300.2083232757723,1098.6474486262543,1272.3388811534212,1931.3345949682237,2210.677123929064,2045.8491785206277,2233.653631968767,2096.610308214647,2181.4852636432893,2089.7216045783553,2304.7627820292337,2350.180261943155,2214.0321819061883,4092.5775106760775,3551.4310552301663,3618.0157861301964,4230.151823045923,3891.9441869642633,4359.008124792885,3959.467024785647,4788.6921904186465,3709.9097732624564,4235.0321956258
,40.631384185525334,40.163449220830906,47.848332121155586,55.510520162847165,40.69230061235402,34.48188478895959,40.65450598690305,47.377462460062375,49.47864216338281,33.50714691864073,73.05911840112134,69.42945379601979,60.014506671410764,68.68295248167604,79.65484897358448,85.11531811282362,83.22586316970516,83.44676900660193,77.69881680089134,79.44572427410311,130.85496159336037,173.28255115282258,152.81835558450948,141.7891459490543,137.52125726624928,204.17420892396703,170.1446742403909,142.85517666706227,141.0525564266273,129.07282691088847,331.2039575844532,284.5927306885876,351.97580647576143,290.4083956982763,309.71597263937554,286.4675276271528,282.34604327351445,367.79303475923234,290.0215260593391,293.5918440266615,503.78265251960397,630.6459427997981,609.7075207559296,599.7100943134607,594.8498038937415,586.2050754961997,626.8880609090522,551.9864901633374,626.1783327436688,564.1281082042389,1173.9205088656124,1184.625031859851,1011.6396496489308,1063.4887195260274,1399.5243217967882,987.9062550647285,1238.3356566203627,1331.9997760885,1125.0236408827936,1297.7912628793379,1971.485418750825,2254.6243069712145,2092.09695742023,2280.6567361181437,2139.055855897473,2224.4359251104884,2132.3138930998753,2349.661815416101,2391.838412795824,2266.692996522917,4171.303752431671,3628.670039153484,3696.2228089599184,4321.208298717618,3980.7262071121,4463.304999830496,4041.2241343355336,4888.939873512287,3788.2710395149793,4325.233286869701
,41.248208961306254,41.065212571812886,48.34738438405192,57.00079004404222,41.87758181767541,35.61930840409697,41.471123876815625,47.835753244522124,50.178308607303,34.11423193167694,75.40550086979425,70.48208992404064,61.24386206940673,70.12234371031296,81.05158662984871,87.86152695606074,86.34867258430336,84.86333885126864,79.62232544303673,80.70307335159109,134.05396809786208,175.68035011259414,155.08164462642324,146.52950726905624,140.86771743636163,208.3696393662778,172.44863429924672,146.93193467975783,144.76236069968297,131.61523181675489,335.13517499554774,290.5122387810366,360.23741612798693,296.6558345726018,318.70533293940923,294.4303182617691,289.4228511821526,372.86378001652133,294.90720233002907,298.43860555622337,516.7759187181645,641.181031019884,624.1397049857302,611.0365540984224,605.9682397553519,598.4433963155897,640.7812507639856,563.2332261457608,639.4204528901041,577.0810263243313,1198.6268245841682,1206.3838532773377,1030.762083844577,1086.267167350684,1425.0872780675293,1010.9282007727027,1260.6138895309543,1363.0387995695492,1151.3241388295498,1323.5925432674533,2012.2567646499806,2299.094632911788,2138.361965022919,2328.1205645399364,2181.8188850909582,2266.4697143658586,2175.025803791183,2394.2661142437705,2433.423713051059,2318.6018970732475,4250.75378727514,3706.756607089812,3774.3102839197804,4411.1639433299515,4069.4744263579773,4567.5154020854525,4122.85169989974,4989.7899594999235,3866.430746232444,4415.718940649727
